Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
офісне приміщення,"вул. Німецька, буд. 7 м. Кривий Ріг Дніпропетровська обл.",50.0,,01.05.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Івано-Франківська обл., Богородчанський р-н, смт Богородчани, вул. Петраша, буд. 6А каб. 1",3.0,,02.11.2020,0,договір позички,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Івано-Франківська обл., м. Рогатин, вул. Галицька, буд. 119",48.8,,01.06.2015,121540,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Кімната,"Івано-Франківська обл., м. Яремча, с. Микуличин, вул. Шкільна, буд. 27 корпус Б",2.0,,01.12.2019,,договір позички,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Кімната,"Івано-Франківська обл., Рожнятівський р-н, СМТ. Рожнятів, вул. Пушкіна, буд. 2",11.0,,01.04.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Кімната,"Івано-Франківська обл., Тисменицький р-н, м. Тисмениця, площа Ринок, буд. 1, кв. 25",1.0,,01.04.2020,,договір позички,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Івано-Франківська обл., м. Тлумач, вул. Кармелюка, буд. 1",18.0,,01.12.2019,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Івано-Франківська обл., м. Бурштин, вул. Калуська, буд. 5",10.0,,01.10.2019,,договір позички,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Кімната,"Івано-Франківська обл., м. Городенка, вул. Володимира Великого, буд. 9",3.0,,01.12.2020,,договір позички,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Кімната,"Івано-Франківська обл., м. Галич, вул. Майдан Різдва, буд. 21 А",3.0,,02.01.2020,,договір позички,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Івано-Франківська обл., м. Снятин, вул. Шевченка, буд. 111",46.2,,01.06.2020,110882,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Кімната,"м. Болехів, вул. Січових Стрільців, буд. 4А",9.6,,06.12.2019,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Квартира,"Донецька обл., м. Дружківка, вул. Козацька, буд. 64, кв. 4",63.0,,01.04.2020,,безоплатне користування приміщенням,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"вул. Центральна, буд. 49, м. Марганець, Дніпропетровська обл.",12.8,,02.03.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"вул. Трубченка, буд. 6/29, м. Нікополь, Дніпропетровська обл.",52.0,,14.05.2019,,Суборенда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Сумська обл., м. Кролевець, вул. Героїв України, буд. 4",25.8,,01.03.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Сумська обл., м. Лебедин, вул. Тараса Шевченка, буд. 5",10.0,,01.11.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Сумська обл., м. Охтирка, вул. Незалежності, буд. 12",34.1,,05.02.2020,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"м. Суми, вул. Троїцька, буд. 1",3.0,,02.12.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Кімната,"Сумська обл., м. Шостка, вул. 6-ї Гвардійської дивізії, буд. 5, корпус 1",10.0,,01.04.2020,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Кімната,"Сумська обл., м. Лебедин, вул. Тараса Шевченка, буд. 5",4.0,,01.11.2020,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Сумська обл., смт Липова Долина, вул. Загорянка, буд. 2",43.4,,07.10.2016,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"м. Суми, вул. Троїцька, буд. 1",3.0,,02.12.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Сумська обл., м. Середино-Буда, вул. Горького, буд. 6, кв. 3",20.2,,01.01.2018,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Кімната,"Сумська обл., м. Охтирка, вул. Незалежності, буд. 12",4.0,,05.02.2020,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Суми, вул. Троїцька, буд. 1",3.0,,02.12.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Суми, вул. Горького, буд. 2",140.4,,21.08.2018,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлова будівля,"м. Житомир, вул. Леха Качинського, буд. 20",304.0,,01.02.2017,3356300,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлова будівля,"м. Житомир, вул. Леха Качинського, буд. 20",304.0,,01.03.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Суми, вул. Троїцька, буд. 1",3.7,,02.12.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Суми, вул. Бельгійська, буд. 9",24.2,,30.01.2020,,суборенда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Львівська обл., м. Стебник, вул. м.. Грушевського, буд. 11",125.0,,01.01.2019,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Кімната,"Львівська обл., м. Дрогобич, вул. Шкільна, буд. 4",29.9,,01.06.2017,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлова будівля,"Одеська обл., м. Одеса, вул. Преображенська, буд. 45",372.0,,02.01.2020,0,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Івано-Франківськ, вул. Василіянок, буд. 62А",55.9,,12.10.2018,491979,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Івано-Франківськ, вул. Василіянок, буд. 62А, кім. 14",55.3,,01.09.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Рівненська обл., Здолбунівський р-н, м. Здолбунів вул. Незалежності, буд. 11",9.8,,02.01.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Київ, вул. Олевська, буд. 3А, каб. 3",2.0,,04.11.2020,,Суборенда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Київ, бул. Перова, буд. 4",193.4,,30.12.2016,623125,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Київ, пл. Соломʼянська, буд. 2, оф. 305",7.0,,01.01.2021,0,Суборенда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,м. Вінниця вул. Соборна буд. 72 кімната 219,23.79,,10.10.2019,359918.91,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Чернігівська обл., м. Прилуки, вул. Незалежності, буд. 66",20.0,,01.01.2021,0,безоплатне кристування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Чернігівська обл., м. Прилуки, вул. Незалежності, буд. 66",20.0,,01.01.2021,,безоплатне кристування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Чернігівська обл., Сосницький р-н, смт Сосниця, вул. Лесі Українки, буд. 34",11.7,,01.01.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Чернігівська обл., м. Ніжин, площа ім. Івана Франка, буд. 1",15.8,,01.01.2021,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Чернігівська обл., Куликівський р-н, смт Куликівка, вул. Шевченка, буд. 9А",21.0,,01.01.2021,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Чернігівська обл., Бобровицький р-н, м. Бобровиця, вул. Незалежності, буд. 44",48.6,,01.01.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Харківська обл., Харківський р-н, м. Харків, вул. Сумська, буд. 57",15.0,,01.01.2021,0,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Харківська обл., м. Ізюм, вул. Гоголя, буд. 15/1, кімн.№ 46, 47",24.3,,01.01.2019,0,Суборенда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Харківська обл., Великобурлуцький р-н, смт Великий Бурлук, вул. Центральна, буд. 36 А",42.0,,01.01.2019,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Харківська обл., Кегичівський р-н, смт Кегичівка, вул. Волошина, буд. 34",18.1,,01.01.2019,19221.41,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Харківська обл., Нововодолазький р-н, смт Нова Водолага, вул. Кооперативна, буд. 3А",26.0,,02.08.2019,,Суборенда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Харківська обл., Красноградський р-н, смт Сахновщина, вул. Михайла Чабанівського, буд. 6",16.0,,01.02.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Київська обл., м. Біла Церква, вул. Северина Наливайка буд. 13, оф. 301",16.0,,12.07.2018,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Київ, вул. Гончара Олеся буд. 65, корпус А",2.0,,04.12.2020,,Суборенда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Київ, вул. Маршала Тимошенка, буд. 18",38.5,,30.05.2019,815300,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Київ, вул. Арх. Городецького, буд. 4",3.0,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Київ, вул. Межова, буд. 23",2.0,,01.12.2020,,Суборенда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Харківська обл., Сахновщинський р-н, смт Сахновщина, вул. Михайла Чабанівського, буд. 6",16.0,,01.02.2021,0,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Харківська обл., Нововодолазький р-н, смт Нова Водолага, вул. Кооперативна, буд. 3А",26.0,,01.01.2021,0,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Харківська обл., м. Ізюм, вул. Гоголя, буд. 15/1, кімн.№ 46, 47",24.3,,01.01.2021,0,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Харківська обл., Великобурлуцький р-н, смт Великий Бурлук, вул. Центральна, буд. 36А",42.0,,01.01.2021,0,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Харківська обл., Кегичівський р-н, смт Кегичівка, вул. Волошина, буд. 34",18.1,,01.01.2021,19221.41,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
НЕЖИТЛОВЕ ПРИМІЩЕННЯ,"м. Київ, вул. Цвєтаєвої, буд. 8, кв. 83",9.6,,01.11.2020,,БЕЗОПЛАТНЕ КОРИСТУВАННЯ,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"УКРАЇНА, ХМЕЛЬНИЦЬКА обл., ДУНАЄВЕЦЬКИЙ Р., м.. ДУНАЇВЦІ, ВУЛ. МОГИЛІВСЬКА, БУД. 24",10.0,,01.01.2020,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"УКРАЇНА, ХМЕЛЬНИЦЬКА обл., ДУНАЄВЕЦЬКИЙ Р., м.. ДУНАЇВЦІ, вул. Горького, буд. 1А",33.8,,01.01.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Кімната,"Хмельницька обл., смт Ярмолинці, пл. 600-річчя Ярмолинець, буд. 3",18.0,,01.09.2018,68751.01,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежиле приміщення,"Хмельницька обл., Красилівський р-н, м. Красилів, ВУЛИЦЯ ЛЕВАДНА, буд. 18, корпус В",9.8,,03.04.2018,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежиле приміщення,"Хмельницька обл., Красилівський р-н, м. Красилів, ВУЛИЦЯ ЛЕВАДНА, буд. 18, корпус В",9.8,,01.03.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Хмельницька обл., Старосинявський р-н, смт Стара Синява, ВУЛИЦЯ ГРУШЕВСЬКОГО, буд. 52",18.0,,02.04.2018,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
частина житлового приміщення,"Хмельницька обл., Новоушицький р-н, смт Нова Ушиця, ВУЛИЦЯ БУДІВЕЛЬНИКІВ, буд. 14",20.0,,01.06.2020,0,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
приміщення,"Хмельницька обл., м. Старокстянтинів, вул. Миру, буд. 12",18.0,,02.01.2020,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
приміщення,"Хмельницька обл., Волочиський р., м. Волочиськ, вул. Незалежності, буд. 207А",15.0,,02.01.2019,,безоплатне користувння,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Кімната,"Хмельницька обл., м. Хмельницький, вул. Проскурівська, буд. 17",11.3,,02.01.2019,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Хмельницька обл., м. Старокостянтинів, вул. Замкова, буд. 16",20.0,,02.01.2020,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Хмельницька обл., Деражнянський р-н, м. Деражня, вул. Миру, буд. 52",18.7,,02.04.2018,,Безоплатне користування приміщенням,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Хмельницька обл., Віньковецький р-н, село Пирогівка, ВУЛИЦЯ ПОЛЬОВА, буд. 20, оф. 1",11.0,,01.06.2020,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
приміщення,"Хмельницька обл., Білогірський р-н, смт Білогірʼя, ВУЛИЦЯ ШЕВЧЕНКА, буд. 71",15.0,,01.07.2020,,безоплатне користування приміщенням,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежиле приміщення,"Хмельницька обл., м. Шепетівка, вул. Небесної Сотні, буд. 112Г",12.0,,02.01.2020,,Безоплатне користування приміщенням,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
житлове приміщення,"Хмельницька обл., м. Шепетівка, ВУЛИЦЯ ОСТРОВСЬКОГО, буд. 9, кв. 84",14.0,,02.04.2018,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Кімната,"Хмельницька обл., Камʼянець-Подільський р., просп. Грушевського, буд. 46, кім. 511",16.0,,01.01.2020,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Кімната,"Хмельницька обл., м. Камʼянець-Подільський, ПРОСПЕКТ ГРУШЕВСЬКОГО, буд. 46, кімната 604, 605",18.0,,01.01.2020,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Хмельницька обл., м. Славута, ВУЛИЦЯ ПОЛІСЬКА, буд. 48",6.0,,02.04.2018,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
житлове приміщення,"Хмельницька обл., м. Славута, ВУЛИЦЯ ЯРОСЛАВА МУДРОГО, буд. 57, кв. 3",8.0,,02.04.2018,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
приміщення нежитлової будівлі,"Хмельницька обл., Ізяславський р-н, м. Ізяслав, ВУЛИЦЯ ПОДІЛЬСЬКА, буд. 3",18.0,,01.11.2018,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Хмельницька обл., м. Нетішин, ВУЛИЦЯ ЛІСОВА, буд. 3",21.0,,01.04.2019,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Київська обл., м. Бориспіль. Вул. Київський шлях, буд. 41",6.0,,01.12.2020,,Суборенда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Київська обл., м. Біла Церква, вул. Леся Курбаса, буд. 3",35.3,,01.05.2017,217968.72,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Хмельницька обл., м. Хмельницький, вул. Проскурівська, буд. 17",124.1,,24.06.2008,751374,Власність,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Закарпатська обл., м. Ужгород, вул. Проектна, буд. 6",10.0,,01.01.2021,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Квартира,"Закарпатська обл., м. Мукачево, вул. Достоєвського, буд. 7 кв 5.",16.1,,02.03.2020,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Закарпатська обл., м. Мукачево, вул. Августина Штефаника, буд. 25/2",30.0,,01.01.2021,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Львівська обл., м. Червоноград, вул. Сокальська, буд. 16",60.1,,11.08.2018,428000,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Івано-Франківська обл., м. Калуш, вул. Грушевського, буд. 25",82.0,,06.05.2019,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Івано-Франківська обл., Надвірнянський р-н, м. Надвірна, вул. Чорновола, б. 8",15.8,,01.02.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Івано-Франківська обл., Коломийський р-н, с. Матеївці, вул. Відродження, б. 5",83.0,,01.10.2020,,Суборенда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Івано-Франківська обл., Косівський р-н, м. Косів, вул. ШЕВЧЕНКА, буд. 44, корпус А",12.0,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Івано-Франківська обл., м. Коломия, вул. Чорновола, б. 49",50.0,,01.04.2018,514200,Суборенда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Івано-Франківська обл., м. Коломия, вул. Чорновола, б. 49",12.0,,01.03.2021,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Турійський р-н, смт Турійськ, вул. Луцька, буд. 16",16.3,,22.05.2020,99397,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., місо Володимир-Волинський, вул. Ковельська, буд. 29",28.8,,29.03.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., м. Володимир-Волинський, вул. Ковельська, буд. 29",23.4,,29.03.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Старовижівський р-н, смт Стара Вижівка, вул. Незалежності, буд. 83",22.0,,04.02.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Ратнівський р-н, смт Ратне, вул. Центральна, буд. 42",12.0,,04.01.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Маневицький р-н, смт Маневичі, вул. Горького, буд. 9",18.0,,29.03.2021,0,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Ківерцівський р-н, м. Ківерці, вул. Незалежності, буд. 2",47.0,,04.02.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Любомльський р-н, м. Любомль, вул. Незалежності, буд. 20",28.0,,06.08.2020,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Локачинський р-н, смт Локачі, вул. Луцька, буд. 2",13.8,,22.05.2020,0,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Іваничівський р-н, смт Іваничі, вул. Незалежності, буд. 14Б",12.0,,14.02.2020,0,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Камінь-Каширський р-н, м. Камінь-Каширський, вул. Шевченка, буд. 5",8.5,,04.01.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Рожищенський р-н, м. Рожище, вул. Незалежності, буд. 82",18.0,,16.03.2017,62137,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., м. Нововолинськ, бульв. Шевченка, буд. 7/1",10.3,,01.04.2020,55406,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., м. Луцьк, вул. Набережна, буд. 2",36.0,,01.01.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., любешівський р-н, смт Любешів, вул. Свободи, буд. 24",18.3,,22.06.2020,25266,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Шацький р-н, смт Шацьк, вул. Степана Шковороди, буд. 13",52.0,,04.10.2018,10977,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Горохівський р-н, м. Горохів, вул. Сокальська, буд. 2А",19.0,,04.01.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Горохівський р-н, м. Горохів, вул. Незалежності, буд. 2",25.0,,29.03.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., м. Ковель, вул. Грушевського, буд. 14",20.7,,01.11.2013,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлова будівля,"Чернігівська обл., м. Чернігів, вул. 1 Гвардійської армії, буд. 39 А",257.5,,01.01.2021,0,позичка,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Чернігівська обл., Бобровицький р-н, м. Бобровиця, вул. Незалежності, буд. 44",48.6,,01.12.2015,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Чернігівська обл., Куликівський р-н, смт Куликівка, вул. Шевченка, буд. 9А",21.0,,01.01.2018,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Чернігівська обл., м. Ніжин, ПЛОЩА ІМЕНІ ІВАНА ФРАНКА, буд. 1",15.8,,01.07.2020,34621,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Чернігівська обл., Сосницький р-н, смт Сосниця, ВУЛИЦЯ Л. УКРАЇНКИ, буд. 34",11.7,,01.12.2019,7974.95,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Херсонська обл., м. Берислав, вул. Гоголя, буд. 12, кв. 7",38.0,,01.12.2019,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Херсонська обл., Високопільський р-н, смт Високопілля, вул. Південна, буд. 22",30.0,,07.11.2020,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Херсонська обл., м. Херсон, просп. 200 років Херсона, буд. 31",6.5,,01.01.2020,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Херсонська обл., м. Херсон, просп. 200 років Херсона, буд. 31",6.5,,01.01.2020,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Херсонська обл., Бериславський р-н, м. Берислав, вул. Гоголя, буд. 12, кв. 8",48.0,,01.12.2019,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Херсонська обл., м. Херсон, просп. 200 років Херсона, буд. 31",6.5,,01.01.2020,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Херсонська обл., м. Херсон, просп. 200 років Херсона, буд. 31",6.5,,01.01.2020,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Олександрівський р-н, смт Олександрівка, вул. Коцюбинського, буд. 4",10.0,,04.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Новоукраїнський р-н, м. Новоукраїнка, вул. Соборна, буд. 50",27.0,,04.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Новоархангельський р-н, смт Новоархангельськ, вул. Слави, буд. 61/36",18.99,,04.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
