Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Кімната,"Івано-Франківська обл., м. Галич, вул. Майдан Різдва, буд. 21 А",3.0,,02.01.2020,,договір позички,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Івано-Франківська обл., м. Снятин, вул. Шевченка, буд. 111",46.2,,01.06.2020,110882,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Кімната,"м. Болехів, вул. Січових Стрільців, б. 4а",9.6,,06.12.2019,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Суми, вул. Троїцька, буд. 1",3.7,,02.12.2020,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Суми, вул. Бельгійська, буд. 9",24.2,,30.01.2020,0,Суборенда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Частина нежитлового приміщення,"Івано-Франківська обл., м. Калуш, вул. Підвальна, буд. 9",3.0,,16.12.2019,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлова будівля,"Одеська обл., м. Одеса, вул. Преображенська, буд. 45",372.0,,02.01.2020,0,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"м. Житомир, вул. Леха Качинського, буд. 20",304.0,,01.03.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Київ, вул. Олевська, буд. 3А, каб. 3",2.0,,04.11.2020,,Суборенда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Київ, бульв. Перова, буд. 4",193.4,,30.12.2016,623125,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Київ, пл. Соломʼянська, буд. 2, оф. 305",7.0,,01.01.2021,,Суборенда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Київ, пл. Соломʼянська, буд. 2, оф. 220",24.5,,01.06.2021,,Суборенда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,м. Вінниця вул. Соборна буд. 72 кімната 219,23.79,,10.10.2019,359918.91,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Чернігівська обл., м. Прилуки, вул. Незалежності, буд. 66",20.0,,01.01.2021,,безоплатне кристування,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Чернігівська обл., м. Прилуки, вул. Незалежності, буд. 66",20.0,,01.01.2021,,безоплатне кристування,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Чернігівська обл., Сосницький р-н, смт Сосниця, вул. Лесі Українки, буд. 34",11.7,,01.01.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Чернігівська обл., м. Ніжин, площа ім. Івана Франка, буд. 1",15.8,,01.01.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Чернігівська обл., Куликівський р-н, смт Куликівка, вул. Шевченка, буд. 9А",21.0,,01.01.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Чернігівська обл., Бобровицький р-н, м. Бобровиця, вул. Незалежності, буд. 44",48.6,,01.01.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Харківська обл., м. Харків, вул. Сумська, буд. 57 Б",28.0,,01.04.2021,0,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Харківська обл., м. Ізюм, вул. Гоголя, буд. 15/1, кімн.№ 46, 47",24.3,,01.01.2019,0,Суборенда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Харківська обл., Великобурлуцький р-н, смт Великий Бурлук, вул. Центральна, буд. 36А",42.0,,01.01.2019,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Харківська обл., Кегичівський р-н, смт Кегичівка, вул. Волошина, буд. 34",18.1,,01.01.2019,19221.41,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Харківська обл., Нововодолазький р-н, смт Нова Водолага, вул. Кооперативна, буд. 3А",26.0,,02.08.2019,0,Суборенда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Харківська обл., Красноградський р-н, смт Сахновщина, вул. Михайла Чабанівського, буд. 6",16.0,,01.02.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Київ, вул. Гончара Олеся буд. 65, корпус А",2.0,,04.12.2020,,Суборенда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Київ, вул. Маршала Тимошенка, буд. 18",38.5,,30.05.2019,815300,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Київ, вул. Архітектора. Городецького, буд. 4",3.0,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Київ, Подільський р-н, вул. Межова, буд. 23",2.0,,01.12.2020,,Суборенда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Харківська обл., Сахновщинський р-н, смт Сахновщина, вул. Михайла Чабанівського, буд. 6",16.0,,01.02.2021,0,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Харківська обл., Нововодолазький р-н, смт Нова Водолага, вул. Кооперативна, буд. 3А",26.0,,01.01.2021,0,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Харківська обл., м. Ізюм, вул. Гоголя, буд. 15/1, кімн.№ 46, 47",24.3,,01.01.2021,0,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Харківська обл., Великобурлуцький р-н, смт Великий Бурлук, вул. Центральна, буд. 36А",42.0,,01.01.2021,0,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Харківська обл., Кегичівський р-н, смт Кегичівка, вул. Волошина, буд. 34",18.1,,01.01.2021,19221.41,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"м. Київ, вул. Цвєтаєвої, буд. 8, кв. 83",9.6,,01.11.2020,,БЕЗОПЛАТНЕ КОРИСТУВАННЯ,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"УКРАЇНА, ХМЕЛЬНИЦЬКА обл., ДУНАЄВЕЦЬКИЙ Р., м.. ДУНАЇВЦІ, ВУЛ. МОГИЛІВСЬКА, БУД. 24",10.0,,01.01.2020,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"УКРАЇНА, ХМЕЛЬНИЦЬКА обл., ДУНАЄВЕЦЬКИЙ Р., м.. ДУНАЇВЦІ, вул. Горького, буд. 1А",33.8,,01.01.2020,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Кімната,"Хмельницька обл., Ярмолинецький р-н, смт Ярмолинці пл. 600-річчя Ярмолинець, буд. 3",18.0,,01.09.2018,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Хмельницька обл., Красилівський р-н, м. Красилів, ВУЛИЦЯ ЛЕВАДНА, буд. 18, корпус В",9.8,,01.03.2021,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Кімната,"Хмельницька обл., м. Хмельницький, вул. Проскурівська, буд. 17",11.3,,02.01.2019,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Хмельницька обл., м. Старокостянтинів, вул. Замкова, буд. 16",20.0,,02.01.2020,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Кімната,"Хмельницька обл., м. Камʼянець-Подільський, просп. Грушевського, буд. 46, кім. 511",16.0,,01.01.2020,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Кімната,"Хмельницька обл., м. Камʼянець-Подільський, ПРОСПЕКТ ГРУШЕВСЬКОГО, буд. 46, кімната 604, 605",18.0,,01.01.2020,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Кімната,"Хмельницька обл., м. Камʼянець-Подільський, ПРОСПЕКТ ГРУШЕВСЬКОГО, буд. 46, кімната 604, 605",18.0,,01.05.2021,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
приміщення нежитлової будівлі,"Хмельницька обл., Ізяславський р-н, м. Ізяслав, ВУЛИЦЯ ПОДІЛЬСЬКА, буд. 3",18.0,,01.11.2018,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
приміщення нежитлової будівлі,"Хмельницька обл., м. Нетішин, ВУЛИЦЯ ЛІСОВА, буд. 3",21.0,,01.04.2019,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Київська обл., м. Біла Церква, вул. Леся Курбаса, буд. 3",35.3,,01.05.2017,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Київська обл., м. Бориспіль. Вул. Київський шлях, буд. 41",6.0,,01.12.2020,,Суборенда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Хмельницька обл., м. Хмельницький, вул. Проскурівська, буд. 17",124.1,,24.06.2008,751374,Власність,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Закарпатська обл., м. Ужгород, вул. Проектна, буд. 6",10.0,,01.01.2021,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Квартира,"Закарпатська обл., м. Мукачево, вул. Достоєвського, буд. 7 кв. 5",16.1,,02.03.2020,,безоплатне  користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Закарпатська обл., м. Мукачево, вул. Августина Штефаника, буд. 25/2",30.0,,01.01.2021,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Львівська обл., м. Червоноград, вул. Сокальська, буд. 16",60.1,,11.08.2018,428000,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Івано-Франківська обл., м. Калуш, вул. Грушевського, буд. 25",82.0,,06.05.2019,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Івано-Франківська обл., Надвірнянський р-н, м. Надвірна, вул. Чорновола, б. 8",15.8,,01.02.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Івано-Франківська обл., Коломийський р-н, с. Матеївці, вул. Відродження, б. 5",83.0,,01.10.2020,,Суборенда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Івано-Франківська обл., м. Косів, вул. Шевченка, буд. 44, корпус А",12.0,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Івано-Франківська обл., м. Коломия, вул. Чорновола, буд. 49",12.0,,01.03.2021,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлова будівля,"Львівська обл., м. Яворів, вул. Львівська, буд. 28",56.3,,01.05.2017,85970,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Турійський р-н, смт Турійськ, вул. Луцька, буд. 16",16.3,,22.05.2020,99397,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., м. Володимир-Волинський, вул. Ковельська, буд. 29",28.8,,29.03.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., м. Володимир-Волинський, вул. Ковельська, буд. 29",23.4,,29.03.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Старовижівський р-н, смт Стара Вижівка, иулиця Незалежності, буд. 83",22.0,,04.02.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Ратнівський р-н, смт Ратне, вул. Центральна, буд. 42",12.0,,04.01.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Маневицький р-н, смт Маневичі, вул. Горького, буд. 9",18.0,,29.03.2021,0,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Ківерцівський р-н, м. Ківерці, вул. Незалежності, буд. 2",47.0,,04.02.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Любомльський р-н, м. Любомль, вул. Незалежності, буд. 20",28.0,,06.08.2020,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Локачинський р-н, смт Локачі, вул. Луцька, буд. 2",13.8,,22.05.2020,0,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., камінь-Каширський р-н, м. Камінь-Каширський, вул. Шевченка, буд. 5",8.5,,04.01.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Рожищенський р-н, м. Рожище, вул. Незалежності, буд. 82",18.0,,16.03.2017,62137,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., м. Нововолинськ, бульв. Шевченка, буд. 7/1",10.3,,01.04.2020,55406,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., м. Нововолинськ, бульв. Шевченка, буд. 7/1",10.3,,18.05.2021,55406,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Любешівський р-н, смт Любешів, вул. Свободи, буд. 24",18.3,,23.06.2021,25266.12,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Шацький р-н, смт Шацьк, вул. Степана Шковороди, буд. 13",52.0,,04.10.2018,10977,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Горохівський р-н, м. Горохів, вул. Незалежності, буд. 2",25.0,,29.03.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., м. Ковель, вул. Грушевського, буд. 14",20.7,,01.11.2013,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлова будівля,"Чернігівська обл., м. Чернігів, вул. 1 Гвардійської армії, буд. 39 А",257.5,,01.01.2021,0,позичка,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Чернігівська обл., Бобровицький р-н, м. Бобровиця, вул. Незалежності, буд. 44",48.6,,01.12.2015,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Чернігівська обл., Куликівський р-н, смт Куликівка, вул. Шевченка, буд. 9А",21.0,,01.01.2018,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Чернігівська обл., м. Ніжин, ПЛОЩА ІМЕНІ ІВАНА ФРАНКА, буд. 1",15.8,,01.07.2020,34621,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Чернігівська обл., Сосницький р-н, смт Сосниця, ВУЛИЦЯ Л. УКРАЇНКИ, буд. 34",11.7,,01.12.2019,7974.95,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Херсонська обл., м. Берислав, вул. Гоголя, буд. 12, кв. 7",38.0,,01.12.2019,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Херсонська обл., м. Херсон, вул. 200 років Херсону, буд. 31",6.5,,01.01.2020,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Херсонська обл., Бериславський р-н, м. Берислав, вул. Гоголя, буд. 12, кв. 8",48.0,,01.12.2019,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Херсонська обл., м. Херсон, просп. 200 років Херсона, буд. 31",6.5,,01.01.2020,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Херсонська обл., м. Херсон, просп. 200 років Херсона, буд. 31",6.5,,01.01.2020,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Херсонська обл., м. Херсон, просп. 200 років Херсона, буд. 31",6.5,,01.01.2020,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Олександрівський р-н, смт Олександрівка, вул. Коцюбинського, буд. 4",10.0,,01.05.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Новоукраїнський р-н, м. Новоукраїнка, вул. Соборна, буд. 50",27.0,,01.05.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Новоархангельський р-н, смт Новоархангельськ, вул. Слави, буд. 61/36",18.99,,01.05.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежиле приміщення,"Кіровоградська обл., Новгородківський р-н, смт Новгородка, вул. Вишнева, буд. 2Б",45.0,,01.05.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Кіровоградська обл., Компаніївський р-н, смт Компаніївка, вул. Вишнева, буд. 23",25.0,,01.05.2021,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., м. Кіровоград, бульв. Студентський, буд. 1 б",8.0,,01.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., м. Знамянка, вул. Переможців, буд. 41",55.0,,04.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Кабінет,"Кіровоградська обл., Добровеличківський р-н, смт Добровеличківка, вул. Поповича, буд. 13",17.0,,01.05.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Кіровоградська обл., Голованівський р-н, смт Голованівськ, вул. Суворова, буд. 4",16.0,,04.01.2021,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Кімната,"Кіровоградська обл., Гайворонський р-н, м. Гайворон, вул. Великого Кобзаря, буд. 7",14.5,,01.05.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Вільшанський р-н, смт Вільшанка, вул. Миру, буд. 31",40.0,,04.01.2021,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Кіровоградська обл., Бобринецький р-н, м. Бобринець, вул. Базарна, буд. 165",9.0,,01.05.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Кіровоградська обл., Благовіщенський р-н, м. Благовіщенське, вул. Промислова, буд. 14",26.32,,01.05.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., м. Кропивницький, бульв. Студентський, буд. 1Б",8.0,,01.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., м. Кропивницький, бульв. Студентський, буд. 1Б",8.0,,01.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Кіровоградська обл., м. Світловодськ, вул. Героїв України, буд. 96, кім. 11",48.8,,01.05.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., м. Кропивницький, бульв. Студентський, буд. 1 б",8.0,,01.01.2021,0,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Кімната,"Кіровоградська обл., Онуфріївський р-н, смт Онуфріївка, вул. Центральна, буд. 44",12.0,,04.01.2021,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлова будівля,"Житомирська обл., смт Ружин, вул. Стадіонна, буд. 1, корпус А",24.07,,30.03.2011,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
частина нежитлового приміщення,"Житомирська обл., Попільнянський р-н, смт Попільня, вул. Богдана Хмельницького, буд. 29",11.0,,01.07.2018,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
частина нежитлового приміщення,"Житомирська обл., Коростишівський р-н, м. Коростишів, вул. Святотроїцька, буд. 6",42.2,,17.09.2019,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Житомирська обл., Брусилівський р-н, смт Брусилів, вул. Митрополита Іларіона, буд. 26",21.0,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Устинівський р-н, смт Устинівка вул. Ювілейна, буд. 6",20.0,,04.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Кіровоградська обл., Петрівський р-н, смт Петрове, вул. Центральна, буд. 31",23.31,,04.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., м. Знамянка, вул. Гагаріна, буд. 9, кв. 4",30.0,,01.01.2021,0,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Долинський р-н, м. Долинська, вул. Нова, буд. 106, кв. 1",20.3,,01.01.2021,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Новомиргородський р-н, м. Новомиргород, вул. Кірова (А. Гурічева), буд. 35, кв. 1",30.0,,01.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Кіровоградська обл., Маловисківський р-н, м. Мала Виска, вул. Центральна, буд. 69",8.0,,01.05.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлова будівля,"Черкаська обл., м. Черкаси, бульв. Шевченка, буд. 150",50.0,,01.07.2019,,Право на безоплатне користування для реєстрації місцезнаходження,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлова будівля,"Черкаська обл., м. Черкаси вул. Смілянська, буд. 23, оф. 35",16.0,,01.07.2019,,Право на безоплатне користування для реєстрації місцезнаходження,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Львів, вул. І. Франка, буд. 16",113.1,,05.05.2006,17773,Власність,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Львів, просп. Чорновола В, буд. 59",32.8,,17.03.2008,10754,Власність,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Львів, вул. І. Франка, буд. 16",96.0,,16.03.2010,110120,Власність,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"м. Кропивницький, бульв. Студентський, буд. 1Б",121.2,,19.02.2009,116250,Власність,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., м. Світловодськ, вул. Героїв України, буд. 96, кім. 11",48.8,,01.05.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Благовіщенський р-н, м. Благовіщенське, вул. Промислова, буд. 14",26.32,,01.05.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Бобринецький р-н, м. Бобринець, вул. Базарна, буд. 165",9.0,,01.05.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Вільшанський р-нсмт. Вільшанка, вул. Миру, буд. 31",40.0,,01.01.2021,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Гайворонський р-н, м. Гайворон, вул. Великого Кобзаря, буд. 7",14.5,,01.05.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Голованівський р-н, смт Голованівськ, вул. Суворова, буд. 4",16.0,,01.01.2021,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Добровеличківський р-н, смт Добровеличківка, вул. Поповича, буд. 13",17.0,,01.05.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., м. Знамянка, вул. Переможців, буд. 41",55.0,,01.01.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Компаніївський р-н, смт Компаніївка, вул. Вишнева, буд. 23",25.0,,01.05.2021,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Маловисківський р-н, м. Мала Виска, вул. Центральна, буд. 69",8.0,,01.05.2021,0,Суборенда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Новгородківський р-н, смт Новгородка, вул. Вишнева, буд. 2Б",45.0,,01.05.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
