Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
"Всеукраїнське обʼєднання ""Батьківщина""",Мелітопольська міська організація,Запорізька область,25767240,"Запорізька обл., м. Мелітополь, вул. Героїв України, буд. 40, оф. 8","Запорізька обл., м. Мелітополь, вул. Героїв України, буд. 40, оф. 8",
"Всеукраїнське обʼєднання ""Батьківщина""",Новомиколаївська районна організація,Запорізька область,25891253,"Запорізька обл., Новомиколаївський р-н, смт Новомиколаївка, вул. Івана Клевчука, буд. 227","Запорізька обл., Новомиколаївський р-н, смт Новомиколаївка, вул. Івана Клевчука, буд. 227",
"Всеукраїнське обʼєднання ""Батьківщина""",Приазовська районна організація,Запорізька область,41613284,"Запорізька обл., Приазовський р-н, смт. Приазовське, вул. Пушкіна, буд. 20, кв.9","Запорізька обл., Приазовський р-н, смт. Приазовське, вул. Пушкіна, буд. 20, кв.9",
"Всеукраїнське обʼєднання ""Батьківщина""",Приморська районна організація,Запорізька область,42370275,"Запорізька обл., Приморський р-н, м. Приморськ, вул. Калініна, буд.153","Запорізька обл., Приморський р-н, м. Приморськ, вул. Калініна, буд.153",
"Всеукраїнське обʼєднання ""Батьківщина""",Чернігівська районна організація,Запорізька область,41278370,"Чернігівський р-н, смт. Чернігівка, вул. Соборна, буд. 420А","Чернігівський р-н, смт. Чернігівка, вул. Соборна, буд. 420А",
"Всеукраїнське обʼєднання ""Батьківщина""",Токмацька районна організація,Запорізька область,25890992,"Запорізька обл., м. Токмак, вул. РЕВОЛЮЦІЙНА, буд. 18, кв. 69","Запорізька обл., м. Токмак, вул. РЕВОЛЮЦІЙНА, буд. 18, кв. 69",
"Всеукраїнське обʼєднання ""Батьківщина""",Якимівська районна організація,Запорізька область,40595152,"Запорізька обл., Якимівський р-н, смт Якимівка, вул. Зелена, буд. 49","Запорізька обл., Якимівський р-н, смт Якимівка, вул. Зелена, буд. 49",
"Всеукраїнське обʼєднання ""Батьківщина""",Івано-Франківська обласна організація,Івано-Франківська область,25789520,"Івано-Франківська обл., м. Івано-Франківськ, вул. Василіянок, буд. 62А, кімн. 14","Івано-Франківська обл., м. Івано-Франківськ, вул. Василіянок, буд. 62А","Івано-Франківська філія ПАТ ""Ідея Банк"", МФО 336310, р/р 26003300010865Івано-Франківська філія ПАТ АБ ""Укргазбанк"", МФО 320478, р/р 26007300867"
"Всеукраїнське обʼєднання ""Батьківщина""",Болехівська міська організація,Івано-Франківська область,33893856,"Івано-Франківська обл., м. Болехів, вул. СІЧОВИХ СТРІЛЬЦІВ, буд. 4 А","Івано-Франківська обл., м. Болехів, вул. СІЧОВИХ СТРІЛЬЦІВ, буд. 4 А",
"Всеукраїнське обʼєднання ""Батьківщина""",Бурштинська міська організація,Івано-Франківська область,39845944,"Івано-Франківська обл., м. Бурштин, вул. СІЧОВИХ СТРІЛЬЦІВ буд. 19","Івано-Франківська обл., м. Бурштин, вул. СІЧОВИХ СТРІЛЬЦІВ буд. 19",
"Всеукраїнське обʼєднання ""Батьківщина""",Івано-Франківська міська організація,Івано-Франківська область,33860202,"м. Івано-Франківськ, вул. Тичини, буд. 8-А","м. Івано-Франківськ, вул. Тичини, буд. 8-А",
"Всеукраїнське обʼєднання ""Батьківщина""",Калуська міська організація,Івано-Франківська область,33926472,"Івано-Франківська обл., м. Калуш, вул. Грушевського, буд. 25","Івано-Франківська обл., м. Калуш, вул. Грушевського, буд. 25",
"Всеукраїнське обʼєднання ""Батьківщина""",Коломийська міська організація,Івано-Франківська область,33767667,"Івано-Франківська обл., м. Коломия, вул. Чорновола, буд. 49","Івано-Франківська обл., м. Коломия, вул. Чорновола, буд. 49",
"Всеукраїнське обʼєднання ""Батьківщина""",Яремчанська міська організація,Івано-Франківська область,33921359,"Івано-Франківська обл., м. Яремче, вул. Свободи, буд. 264 А","Івано-Франківська обл., м. Яремче, вул. Свободи, буд. 264 А",
"Всеукраїнське обʼєднання ""Батьківщина""",Богородчанська районна організація,Івано-Франківська область,33909090,"Івано-Франківська обл., Богородчанський р-н, смт Богородчани, вул. Петраша, буд. 6 А, каб.1","Івано-Франківська обл., Богородчанський р-н, смт Богородчани, вул. Петраша, буд. 6 А, каб.1",
"Всеукраїнське обʼєднання ""Батьківщина""",Верховинська районна організація,Івано-Франківська область,33604872,"Івано-Франківська обл., Верховинський р-н, смт Верховина, вул. І.ФРАНКА, буд. 85","Івано-Франківська обл., Верховинський р-н, смт Верховина, вул. І.ФРАНКА, буд. 85",
"Всеукраїнське обʼєднання ""Батьківщина""",Галицька районна організація,Івано-Франківська область,33921537,"Івано-Франківська обл., Галицький р-н, м. Галич, МАЙДАН РІЗДВА , буд. 21А","Івано-Франківська обл., Галицький р-н, м. Галич, МАЙДАН РІЗДВА , буд. 21А",
"Всеукраїнське обʼєднання ""Батьківщина""",Городенківська районна організація,Івано-Франківська область,33733004,"Івано-Франківська обл., Городенківський р-н, м. Городенка, вул. ВОЛОДИМИРА ВЕЛИКОГО, буд. 9","Івано-Франківська обл., Городенківський р-н, м. Городенка, вул. ВОЛОДИМИРА ВЕЛИКОГО, буд. 9",
"Всеукраїнське обʼєднання ""Батьківщина""",Долинська районна організація,Івано-Франківська область,33921469,"Івано-Франківська обл., Долинський р-н, м. Долина, вул. Грушевського, буд. 18","Івано-Франківська обл., Долинський р-н, м. Долина, вул. Грушевського, б. 18",
"Всеукраїнське обʼєднання ""Батьківщина""",Калуська районна організація,Івано-Франківська область,33926362,"Івано-Франківська обл., Калуський р-н, м. Калуш, вул. Підвальна, буд. 9","Івано-Франківська обл., Калуський р-н, м. Калуш, вул. Підвальна, буд. 9",
"Всеукраїнське обʼєднання ""Батьківщина""",Коломийська районна організація,Івано-Франківська область,33767735,"Івано-Франківська обл., Коломийський р-н, село Матеївці, вул. Відродження, буд. 5","Івано-Франківська обл., Коломийський р-н, село Матеївці, вул. Відродження, буд. 5",
"Всеукраїнське обʼєднання ""Батьківщина""",Косівська районна організація,Івано-Франківська область,33909127,"Івано-Франківська обл., Косівський р-н, м. Косів, вул. Шевченка, буд. 44, корп. А","Івано-Франківська обл., Косівський р-н, м. Косів, вул. Шевченка, буд. 44, корп. А",
"Всеукраїнське обʼєднання ""Батьківщина""",Надвірнянська районна організація,Івано-Франківська область,33617462,"Івано-Франківська обл., Надвірнянський р-н, м. Надвірна, вул. КОПЕРНІКА, буд. 1, кв. 19","Івано-Франківська обл., Надвірнянський р-н, м. Надвірна, вул. Чорновола, буд. 8",
"Всеукраїнське обʼєднання ""Батьківщина""",Рогатинська районна організація,Івано-Франківська область,33958902,"Івано-Франківська обл., Рогатинський р-н, м. Рогатин, вул. Галицька, буд. 119","Івано-Франківська обл., Рогатинський р-н, м. Рогатин, вул. Галицька, буд. 119",
"Всеукраїнське обʼєднання ""Батьківщина""",Рожнятівська районна організація,Івано-Франківська область,33484074,"Івано-Франківська обл., Рожнятівський р-н, смт Рожнятів, вул. Пушкіна, буд. 2","Івано-Франківська обл., Рожнятівський р-н, смт Рожнятів, вул. Пушкіна, буд. 2",
"Всеукраїнське обʼєднання ""Батьківщина""",Снятинська районна організація,Івано-Франківська область,33820039,"Івано-Франківська обл., Снятинський р-н, м. Снятин, вул. Шевченка, буд. 111","Івано-Франківська обл., Снятинський р-н, м. Снятин, вул. Шевченка, буд. 111","ПАТ КБ ""Приватбанк"" код банку 336677 Рахунок: № 26007052532962"
"Всеукраїнське обʼєднання ""Батьківщина""",Тисменицька районна організація,Івано-Франківська область,33914032,"Івано-Франківська обл., Тисменицький р-н, м. Тисмениця, ПЛОЩА РИНОК, буд. 1, кв.25","Івано-Франківська обл., Тисменицький р-н, м. Тисмениця, Галицька, буд. 21",
"Всеукраїнське обʼєднання ""Батьківщина""",Тлумацька районна організація,Івано-Франківська область,33586911,"Івано-Франківська обл., Тлумацький р-н, м. Тлумач, Кармелюка, буд. 1","Івано-Франківська обл., Тлумацький р-н, м. Тлумач, Кармелюка, буд. 1",
"Всеукраїнське обʼєднання ""Батьківщина""",Київська обласна організація,Київська область,21710792,"м. Київ, вул. ТУРІВСЬКА, буд. 13, корп. Б","м. Київ, Спортивна площа, буд,3, нежитлові приміщення з №1 по №16 (групи приміщень №1)","АБ ""Укргазбанк"", МФО 320478, п/р 26004924426650"
"Всеукраїнське обʼєднання ""Батьківщина""",Березанська міська організація,Київська область,25822938,"Київська обл., м. Березань, вул. Героїв Небесної Сотні, 14","Київська обл., м. Березань, вул. Героїв Небесної Сотні, 14",
"Всеукраїнське обʼєднання ""Батьківщина""",Білоцерківська міська організація,Київська область,25822507,"Київська обл., м. Біла Церква, вул. Леся Курбаса, 3","Київська обл., м. Біла Церква, вул. Леся Курбаса, 3","Теріторіально відокремлене безбалансове відділення №10026/088 філії Головного управління по м. Києву та Київській обл. ПАТ ""Державний Ощадний банк України"", МФО 322669, р/р 26004300264318"
"Всеукраїнське обʼєднання ""Батьківщина""",Бориспільська міська організація,Київська область,25951133,"Київська обл., м. Бориспіль, вул. Київський шлях, буд. 76-А, оф. 112","Київська обл., м. Бориспіль, вул. Київський шлях, буд. 14","АБ ""Укргазбанк"", Бориспільське відділення №54, код ЄДРПО 1259511333, р/р 26007212004327"
"Всеукраїнське обʼєднання ""Батьківщина""",Броварська міська організація,Київська область,25951446,"Київська обл., м. Бровари, вул. МАРІЇ ЛАГУНОВОЇ, буд. 10-А","Київська обл., м. Бровари, вул. МАРІЇ ЛАГУНОВОЇ, буд. 10-А","ПАТ КБ ""Приватбанк"" (ЄДРПОУ 14360570, код банку 321842) Рахунок: № 26008053149303"
"Всеукраїнське обʼєднання ""Батьківщина""",Бучанська міська організація,Київська область,35095489,"Київська обл., м. Буча, ВОКЗАЛЬНА, буд. 107","Київська обл., м. Буча, вул. Пушкінська, буд. 59-Б","ПАТ ""Укрсоцбанк"", МФО 300023, поточний рах. 26001011962348"
"Всеукраїнське обʼєднання ""Батьківщина""",Васильківська міська організація,Київська область,26002114,"Київська обл., м. Васильків, вул. Соборна, буд. 117","Київська обл., м. Васильків, вул. Соборна, буд. 117","ПАТ КБ ""ПриватБанк"", МФО 321842, р/р 26005053001369"
"Всеукраїнське обʼєднання ""Батьківщина""",Ірпінська міська організація,Київська область,25951179,"Київська обл., м. Ірпінь, вул. СОБОРНА, буд. 105-Б, оф. 204","Київська обл., м. Ірпінь, вул. Соборна, буд. 105-Б, оф. 204","ПАТ ""Укрсоцбанк"", МФО 300023, код ЄДРПОУ 00039019, поточний рах. 26002011951983"
"Всеукраїнське обʼєднання ""Батьківщина""",Обухівська міська організація,Київська область,36890858,"Київська обл., м. Обухів, вул. КИЇВСЬКА, буд. 119, оф. 376","Київська обл., м. Обухів, вул. КИЇВСЬКА, буд. 119, оф. 376","ПАТ КБ ""ПриватБанк"", МФО 300711 р/р 26007052642298"
"Всеукраїнське обʼєднання ""Батьківщина""",Переяслав-Хмельницька міська організація,Київська область,25951191,"Київська обл., м. Переяслав-Хмельницький, вул. Велика Підвальна, буд. 30","Київська обл., м. Переяслав-Хмельницький, вул. Велика Підвальна, буд. 30",
"Всеукраїнське обʼєднання ""Батьківщина""",Ржищівська міська організація,Київська область,35486707,"Київська обл., м. Ржищів, вул. Леніна, буд. 29","Київська обл., м. Ржищів, вул. Леніна, буд. 29",
"Всеукраїнське обʼєднання ""Батьківщина""",Славутицька міська організація,Київська область,36005679,"Київська обл., м. Славутич, проїзд Каштановий, буд. 8, кв.4.","Київська обл., м. Славутич, Київський КВАРТАЛ, буд. 14, оф. 26",
"Всеукраїнське обʼєднання ""Батьківщина""",Фастівська міська організація,Київська область,25951222,"Київська обл., м. Фастів, вул. Ярослава Мудрого, буд 42, кв.46","Київська обл., м. Фастів, вул. Ярослава Мудрого, буд 42, кв.46",
"Всеукраїнське обʼєднання ""Батьківщина""",Баришівська районна організація,Київська область,25822915,"Київська обл.,Баришівський р-н, смт Баришівка, вул. Жовтнева, 15А, оф. 2","Київська обл.,Баришівський р-н, смт Баришівка, вул. Жовтнева, 15А, оф. 2","ПАТ КБ ""ПриватБанк"", МФО 321842, р/р 26005053009101"
"Всеукраїнське обʼєднання ""Батьківщина""",Білоцерківська районна організація,Київська область,26002120,"Київська обл., м. Біла Церква, вул Наливайка, 13, оф. №301","Київська обл., м. Біла Церква, вул Урицького, 13, оф. №301","ПАТ КБ ""ПриватБанк"", МФО 321842, р/р 26008053004103"
"Всеукраїнське обʼєднання ""Батьківщина""",Богуславська районна організація,Київська область,25951162,"Київська обл., Богуславський р-н, м. Богуслав, вул. Миколаївська, буд. 30А","Київська обл., Богуславський р-н, м. Богуслав, вул. Миколаївська, буд. 30А","ПАТ КБ ""ПриватБанк"", МФО 321842, р/р 26004053013972"
"Всеукраїнське обʼєднання ""Батьківщина""",Бориспільська районна організація,Київська область,25951185,"Київська обл., м. Бориспіль, вул. КИЇВСЬКИЙ ШЛЯХ, буд. 76, оф. 12","Київська обл., м. Бориспіль, вул. КИЇВСЬКИЙ ШЛЯХ, буд. 76, оф. 12","АБ ""Укргазбанк"", м. Київ, МФО 320478, р/р 26009212004314"
"Всеукраїнське обʼєднання ""Батьківщина""",Бородянська районна організація,Київська область,25931580,"Київська обл., Бородянський р-н, смт Бородянка, пров. ЗАЛІЗНИЧНИЙ, буд. 1","Київська обл., Бородянський р-н, смт Бородянка, вул. Паркова, буд. 2В",
"Всеукраїнське обʼєднання ""Батьківщина""",Броварська районна організація,Київська область,26078643,"Київська обл., м. Бровари, вул. Київська, буд. 146, оф. 102","Київська обл., м. Бровари, вул. Київська, буд. 146, оф. 102","ПАТ КБ ""ПриватБанк"", МФО 321842, р/р 26001053010633"
"Всеукраїнське обʼєднання ""Батьківщина""",Васильківська районна організація,Київська область,26078672,"Київська обл., Васильківський р-н, село Мархалівка, вул. Приозерна, буд. 14","Київська обл., Васильківський р-н, село Мархалівка, вул. Приозерна, буд. 14",
"Всеукраїнське обʼєднання ""Батьківщина""",Вишгородська районна організація,Київська область,25951149,"Київська обл., Вишгородський р-н, м. Вишгород, вул. Шолуденка, буд. 7, кв. 36","Київська обл., Вишгородський р-н, м. Вишгород, вул. Шолуденка, буд. 6-Г, оф. 190","ПАТ КБ ""ПриватБанк"", МФО 321842, р/р 2600805301484"
"Всеукраїнське обʼєднання ""Батьківщина""",Володарська районна організація,Київська область,25979108,"Київська обл., Володарський р-н., смт Володарка, вул Коцюбинського, буд. 22, кв. 77","Київська обл., Володарський р-н., смт Володарка, вул Коцюбинського, буд. 22, кв. 77",
"Всеукраїнське обʼєднання ""Батьківщина""",Згурівська районна організація,Київська область,25950702,"Київська обл., Згурівський р-н, смт Згурівка, вул. УКРАЇНСЬКА, буд. 19, кімн.306А","Київська обл., Згурівський р-н, смт Згурівка, вул. УКРАЇНСЬКА, буд. 19, кімн.306А",
"Всеукраїнське обʼєднання ""Батьківщина""",Іванківська районна організація,Київська область,25979114,"Київська обл., Іванківський р-н, смт Іванків, вул. Розважівська, буд. 5, кв. 16","Київська обл., Іванківський р-н, смт Іванків, вул. Розважівська, буд. 5, кв. 16",
"Всеукраїнське обʼєднання ""Батьківщина""",Кагарлицька районна організація,Київська область,25950671,"Київська обл., Кагарлицький р-н, м. Кагарлик, вул. НЕЗАЛЕЖНОСТІ, буд. 22, оф. 210","Київська обл., Кагарлицький р-н, м. Кагарлик, вул. НЕЗАЛЕЖНОСТІ, буд. 22, оф. 210",
"Всеукраїнське обʼєднання ""Батьківщина""",Києво-Святошинська районна організація,Київська область,25979137,"Київська обл., Києво-Святошинський р-н, село Гореничі, вул. Соборна, буд. 205","Київська обл., Києво-Святошинський р-н, м. Вишневе, вул. Лесі Українки, буд. 64","ПАТ КБ ""ПриватБанк"", МФО 321842, р/р 26001053004898"
"Всеукраїнське обʼєднання ""Батьківщина""",Макарівська районна організація,Київська область,25951084,"Київська обл., Макарівський р-н, смт Макарів, пров. ЗАВОДСЬКИЙ, буд. 1А","Київська обл., Макарівський р-н, смт Макарів, пров. ЗАВОДСЬКИЙ, буд. 1А","ПАТ КБ ""ПриватБанк"", МФО 321842, р/р 26001053011546"
"Всеукраїнське обʼєднання ""Батьківщина""",Миронівська районна організація,Київська область,25979120,"Київська обл., Миронівський р-н, м. Миронівка, вул. ЛЕНІНА, буд. 50","Київська обл., Миронівський р-н, м. Миронівка, вул. ЛЕНІНА, буд. 50",
"Всеукраїнське обʼєднання ""Батьківщина""",Обухівська районна організація,Київська область,26078689,"Київська обл., м. Обухів, вул. Київська, буд. 119,оф. 376","Київська обл., м. Обухів, вул. Київська, буд. 119,оф. 376","ПАТ КБ ""ПриватБанк"", МФО 300711, р/р 26002052635158"
"Всеукраїнське обʼєднання ""Батьківщина""",Переяслав-Хмельницька районна організація,Київська область,25951203,"Київська обл., м. Переяслав-Хмельницький, вул. Фабрична, буд. 1 А",,
"Всеукраїнське обʼєднання ""Батьківщина""",Поліська районна організація,Київська область,34248028,"Київська обл., Поліський р-н, смт Красятичі, вул. ЖОВТНЕВА, буд. 74","Київська обл., Поліський р-н, смт Красятичі, вул. ЖОВТНЕВА, буд. 74",
"Всеукраїнське обʼєднання ""Батьківщина""",Рокитнянська районна організація,Київська область,26078651,"Київська обл., Рокитнянський р-н, смт Рокитне, вул. ВОКЗАЛЬНА, буд. 68","Київська обл., Рокитнянський р-н, смт Рокитне, вул. ВОКЗАЛЬНА, буд. 68","ПАТ КБ ""Приватбанк"" (ЄДРПО 26078651, код банку 321842) Рахунок: № 26009053160853"
"Всеукраїнське обʼєднання ""Батьківщина""",Сквирська районна організація,Київська область,25950665,"Київська обл.,Сквирський р-н, м. Сквира, вул. Слобідська, буд. 8, кв.2.","Київська обл.,Сквирський р-н, м. Сквира, вул. Небесної сотні, буд. 19","ПАТ КБ ""Приватбанк"" (ЄДРПОУ 14360570, код банку 321842) Рахунок: № 26005053153239"
"Всеукраїнське обʼєднання ""Батьківщина""",Ставищенська районна організація,Київська область,26078716,"Київська обл., Ставищенський р-н, смт Ставище, вул. Цимбала Сергія №56, оф. 2","Київська обл., Ставищенський р-н, смт Ставище, вул. Цимбала Сергія №56, оф. 2","ПАТ КБ ""Приватбанк"" (ЄДРПО 14360570, код банку 321842) Рахунок: № 26004053170161"
"Всеукраїнське обʼєднання ""Батьківщина""",Таращанська районна організація,Київська область,25822878,"Київська обл., Таращанський р-н, м. Тараща, вул. Шевченка, 16","Київська обл., Таращанський р-н, м. Тараща, вул. Шевченка, 16","Теріторіально відокремлене безбалансове відділення №10026/0649 філії Головного управління по м. Києву та Київській обл. ПАТ ""Державний Ощадний банк України"", МФО 322669, рах.26008300277970"
"Всеукраїнське обʼєднання ""Батьківщина""",Тетіївська районна організація,Київська область,36178843,"Київська обл., Тетіївський р-н, м. Тетіїв, вул. Леніна, буд. 58, кв. 39","Київська обл., Тетіївський р-н, м. Тетіїв, вул. Леніна, буд. 58, кв. 39","ПАТ КБ ""Приватбанк"" (ЄДРПО 14360570, код банку 321842) Рахунок: № 26004053161352"
"Всеукраїнське обʼєднання ""Батьківщина""",Фастівська районна організація,Київська область,26078703,"Київська обл., м. Фастів, вул. Дімітрова, буд. 38","Київська обл., м. Фастів, вул. Івана Ступака, буд. 1","ПАТ КБ ""Приватбанк"", код банку 321842, Рахунок: № 26009053006274"
"Всеукраїнське обʼєднання ""Батьківщина""",Яготинська районна організація,Київська область,25951156,"Київська обл., Яготинський р-н, м. Яготин, вул. ІНТЕРНАЦІОНАЛІСТІВ, буд. 68","Київська обл., Яготинський р-н, м. Яготин, вул. Сільгосптехніки, буд. 5","Яготинське відділення №10026/0594 філії Головного управління по м. Києву та Київській обл. ПАТ ""Державний Ощадний банк України"", МФО 322669, рах.26000300390509"
"Всеукраїнське обʼєднання ""Батьківщина""",Кіровоградська обласна організація,Кіровоградська область,24146984,"м. Кропивницький, просп. Комуністичний, буд. 1Б","м. Кіровоград, пр-т Комуністичний, 1Б","КФ КБ ПриватБанк, МФО 323583, ЄДРПОУ 24146984 р/р 26004312273001"
"Всеукраїнське обʼєднання ""Батьківщина""",Знам’янська міська організація,Кіровоградська область,23234315,"Кіровоградська обл., м. Знамʼянка, вул. Гагаріна, 9, кв.4","Кіровоградська обл., м. Знамʼянка, вул. Гагаріна, 9, кв.4",
"Всеукраїнське обʼєднання ""Батьківщина""",Кропивницька міська організація,Кіровоградська область,23234255,"25006 , Кіровоградська обл, м. Кропивницький, вул. Гоголя, буд. 44.","25006 , Кіровоградська обл, м. Кропивницький, вул. Гоголя, буд. 44.",
"Всеукраїнське обʼєднання ""Батьківщина""",Олександрійська міська організація,Кіровоградська область,24717116,"Кіровоградська обл., м. Олександрія, вул. бульв.на, буд. 1","Кіровоградська обл., м. Олександрія, вул. бульв.на, буд. 1",
"Всеукраїнське обʼєднання ""Батьківщина""",Світловодська міська організація,Кіровоградська область,23234284,"Кіровоградська обл., м. Світловодськ, вул. Героїв україни, буд. 96, оф. 41","Кіровоградська обл., м. Світловодськ, вул. Героїв україни, буд. 96, оф. 41",
"Всеукраїнське обʼєднання ""Батьківщина""",Фортечна районна організація,Кіровоградська область,23234321,"25015 , Кіровоградська обл, м. Кропивницький, вул. Гоголя, буд. 44.","25015 , Кіровоградська обл, м. Кропивницький, вул. Гоголя, буд. 44.",
"Всеукраїнське обʼєднання ""Батьківщина""",Подільська районна організація,Кіровоградська область,23234338,"25006 , Кіровоградська обл, м. Кропивницький, вул. Гоголя, буд. 44.","25006 , Кіровоградська обл, м. Кропивницький, вул. Гоголя, буд. 44.",
"Всеукраїнське обʼєднання ""Батьківщина""",Бобринецька районна організація,Кіровоградська область,23234226,"Кіровоградська обл., Бобринецький р-н, м. Бобринець, вул. Базарна, буд. 165","Кіровоградська обл., Бобринецький р-н, м. Бобринець, вул. Базарна, буд. 165",
"Всеукраїнське обʼєднання ""Батьківщина""",Вільшанська районна організація,Кіровоградська область,23234309,"Кіровоградська обл., Вільшанський р-н, смт Вільшанка, вул. Центральна, буд. 15","Кіровоградська обл., Вільшанський р-н, смт Вільшанка, вул. Центральна, буд. 15",
"Всеукраїнське обʼєднання ""Батьківщина""",Гайворонська районна організація,Кіровоградська область,23234367,"Кіровоградська обл., Гайворонський р-н, м. Гайворон, вул. ВЕЛИКОГО КОБЗАРЯ, буд. 7","Кіровоградська обл., Гайворонський р-н, м. Гайворон, вул. ВЕЛИКОГО КОБЗАРЯ, буд. 7",
"Всеукраїнське обʼєднання ""Батьківщина""",Голованівська районна організація,Кіровоградська область,33649976,"Кіровоградська обл., Голованівський р-н, смт Голованівськ, вул. СУВОРОВА, буд. 4","Кіровоградська обл., Голованівський р-н, смт Голованівськ, вул. СУВОРОВА, буд. 4",
"Всеукраїнське обʼєднання ""Батьківщина""",Добровеличківська районна організація,Кіровоградська область,25812971,"Кіровоградська обл., Добровеличківський р-н, смт Добровеличківка, вул. Поповича, 13","Кіровоградська обл., Добровеличківський р-н, смт Добровеличківка, вул. Поповича, 13",
"Всеукраїнське обʼєднання ""Батьківщина""",Долинська районна організація,Кіровоградська область,23234203,"Кіровоградська обл., Долинський р-н, м. Долинська, вул. Нова, буд. 106, кв. 1","Кіровоградська обл., Долинський р-н, м. Долинська, вул. Нова, буд. 106, кв. 1",
"Всеукраїнське обʼєднання ""Батьківщина""",Знамʼянська районна організація,Кіровоградська область,23234373,"Кіровоградська обл., м. Знамʼянка, вул. Переможців, буд. 41","Кіровоградська обл., м. Знамʼянка, вул. Переможців, буд. 41",
"Всеукраїнське обʼєднання ""Батьківщина""",Кіровоградська районна організація,Кіровоградська область,23234278,"Кіровоградська обл., м. Кропивницький, вул. Студентський бульв., буд. 1Б","Кіровоградська обл., м. Кропивницький, вул. Студентський бульв., буд. 1Б",
"Всеукраїнське обʼєднання ""Батьківщина""",Компаніївська районна організація,Кіровоградська область,33356580,"Кіровоградська обл., Компаніївський р-н, смт. Компаніївка, вул. Вишнева, 23","Кіровоградська обл., Компаніївський р-н, смт. Компаніївка, вул. Вишнева, 23",
"Всеукраїнське обʼєднання ""Батьківщина""",Маловисківська районна організація,Кіровоградська область,24718191,"Кіровоградська обл., Маловисківський р-н, м. Мала Виска, вул. Центральна, буд. 63/6","Кіровоградська обл., Маловисківський р-н, м. Мала Виска, вул. Центральна, буд. 63/6",
"Всеукраїнське обʼєднання ""Батьківщина""",Новгородківська районна організація,Кіровоградська область,23234290,"Кіровоградська обл., Новгородківський р-н, смт Новгородка, вул. Вишнева, буд. 2Б","Кіровоградська обл., Новгородківський р-н, смт Новгородка, вул. Вишнева, буд. 2Б",
"Всеукраїнське обʼєднання ""Батьківщина""",Новоархангельська районна організація,Кіровоградська область,23234261,"Кіровоградська обл., Новоархангельський р-н, смт Новоархангельськ, вул. СЛАВИ, буд. 61/36","Кіровоградська обл., Новоархангельський р-н, смт Новоархангельськ, вул. СЛАВИ, буд. 61/36",
"Всеукраїнське обʼєднання ""Батьківщина""",Новомиргородська районна організація,Кіровоградська область,25812957,"Кіровоградська обл., м. Новомиргород, вул. Кірова, буд. 35, кв.1","Кіровоградська обл., м. Новомиргород, вул. Соборності, буд. 106",
"Всеукраїнське обʼєднання ""Батьківщина""",Новоукраїнська районна організація,Кіровоградська область,23234232,"Кіровоградська обл., Новоукраїнський р-н, м. Новоукраїнка, вул. Соборна, буд. 50","Кіровоградська обл., Новоукраїнський р-н, м. Новоукраїнка, вул. Соборна, буд. 50",
"Всеукраїнське обʼєднання ""Батьківщина""",Олександрівська районна організація,Кіровоградська область,23234249,"Кіровоградська обл., Олександрівський р-н, смт Олександрівка, вул. Коцюбинського, буд. 4","Кіровоградська обл., Олександрівський р-н, смт Олександрівка, вул. Коцюбинського, буд. 4",
"Всеукраїнське обʼєднання ""Батьківщина""",Олександрійська районна організація,Кіровоградська область,25812963,"Кіровоградська обл., Олександрійський р-н, м. Олександрія. вул. Бульварна, буд. 1","Кіровоградська обл., Олександрійський р-н, м. Олександрія. вул. Бульварна, буд. 1",
"Всеукраїнське обʼєднання ""Батьківщина""",Онуфріївська районна організація,Кіровоградська область,25812940,"Кіровоградська обл., Онуфріївський р-н, смт. Онуфріївка, вул. 50 років Жовтня, буд. 27","Кіровоградська обл., Онуфріївський р-н, смт. Онуфріївка, вул. 50 років Жовтня, буд. 27",
"Всеукраїнське обʼєднання ""Батьківщина""",Петрівська районна організація,Кіровоградська область,25812934,"Кіровоградська обл., Петрівський р-н, смт Петрове, вул. Літвінова, буд. 10","Кіровоградська обл., Петрівський р-н, смт Петрове, вул. Літвінова, буд. 10",
"Всеукраїнське обʼєднання ""Батьківщина""",Світловодська районна організація,Кіровоградська область,23234344,"Кіровоградська обл., м. Світловодськ, вул. Героїв України, буд. 96, кімн.12","Кіровоградська обл., м. Світловодськ, вул. Героїв України, буд. 96, кімн.12",
"Всеукраїнське обʼєднання ""Батьківщина""",Благовіщенська районна організація,Кіровоградська область,23234350,"Кіровоградська обл., м. Благовіщенське, вул. Промислова, буд. 14","Кіровоградська обл., м. Благовіщенське, вул. Промислова, буд. 14",
"Всеукраїнське обʼєднання ""Батьківщина""",Устинівська районна організація,Кіровоградська область,23234210,"Кіровоградська обл., Устинівський р-н, смт Устинівка, вул. ЮВІЛЕЙНА, буд. 6","Кіровоградська обл., Устинівський р-н, смт Устинівка, вул. ЮВІЛЕЙНА, буд. 6",
"Всеукраїнське обʼєднання ""Батьківщина""",Луганська обласна організація,Луганська область,25060552,"Луганська обл., м. Сєвєродонецьк, просп. Центральний, буд. 58, кв.2","Луганська обл., м. Сєвєродонецьк, просп. Центральний, буд. 58, кв.2","ПАТ КБ ""ПриватБанк"", код 14360570, МФО 304795, п/р 26005053714488"
